,book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
255,49436,"Greg Mortenson, David Oliver Relin",2006.0,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516
257,1232,"Carlos Ruiz Zafón, Lucia Graves",2001.0,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685
258,7631105,James Dashner,2010.0,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643
259,4865,Dale Carnegie,1936.0,How to Win Friends and Influence People,How to Win Friends and Influence People,eng,4.13,282623
260,480479,Frances Mayes,1996.0,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,279264
261,19486412,Liane Moriarty,2014.0,Big Little Lies,Big Little Lies,eng,4.2,306186
262,24337,Gail Carson Levine,1997.0,Ella Enchanted,Ella Enchanted,eng,3.97,339117
263,3876,Ernest Hemingway,1926.0,The Sun Also Rises,The Sun Also Rises,en-US,3.83,284988
264,14891,Betty  Smith,1943.0,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,eng,4.24,291909
265,13148,James Patterson,1995.0,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639
266,21853621,Kristin Hannah,2015.0,The Nightingale,The Nightingale,eng,4.54,253606
267,6334,Kazuo Ishiguro,2005.0,Never Let Me Go,Never Let Me Go,eng,3.8,294123
268,366522,Cecelia Ahern,2003.0,"PS, I Love You",P.S. I Love You,en-US,4.01,262921
269,12873,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,Rebecca,en-US,4.2,177384
270,18373,Daniel Keyes,1966.0,Flowers for Algernon,Flowers for Algernon,en-US,4.07,313044
271,6952,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Como agua para chocolate,Like Water for Chocolate,en-US,3.94,263199
272,1103,Lisa See,2005.0,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng,4.05,280475
273,22034,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,The Godfather,eng,4.36,256480
274,49750,John Green,2006.0,An Abundance of Katherines,An Abundance of Katherines,eng,3.63,312754
275,29579,Isaac Asimov,1951.0,Foundation,Foundation (Foundation #1),eng,4.13,279688
276,15783514,Neil Gaiman,2013.0,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng,3.99,293844
277,30118,Shel Silverstein,1981.0,A Light in the Attic,A Light in the Attic,eng,4.34,297861
278,29056083,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603
279,11614718,Lauren Oliver,2011.0,Delirium,"Delirium (Delirium, #1)",eng,3.99,256975
280,32499,John Grisham,1992.0,The Pelican Brief,The Pelican Brief,eng,3.95,288376
281,17061,Neil Gaiman,2002.0,Coraline,Coraline,eng,4.03,316379
282,12067,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304
283,70401,Jack Kerouac,1955.0,On the Road,On the Road,eng,3.64,246602
284,16181775,Graeme Simsion,2013.0,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng,4.01,251703
285,3063499,Nicholas Sparks,2008.0,The Lucky One,The Lucky One,en-US,4.1,267166
286,2122,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,The Fountainhead,eng,3.85,244545
288,76620,Richard Adams,1972.0,Watership Down,"Watership Down (Watership Down, #1)",eng,4.05,292426
289,10335308,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674
290,3591262,Abraham Verghese,2009.0,Cutting for Stone,Cutting for Stone,eng,4.28,258319
291,140225,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,4.08,306492
292,295,Robert Louis Stevenson,1882.0,Treasure Island,Treasure Island,eng,3.82,268012
293,9520360,Rick Riordan,2011.0,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,299980
294,10644930,Stephen King,2011.0,11/22/63,11/22/63,eng,4.29,258464
295,4948,Eric Carle,1969.0,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng,4.29,296952
296,135479,Kurt Vonnegut Jr.,1963.0,Cat's Cradle,Cat's Cradle,eng,4.18,238940
297,2493,"H.G. Wells, Greg Bear, Carlo Pagetti",1895.0,The Time Machine,The Time Machine,eng,3.87,276076
299,39999,John Boyne,2006.0,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng,4.1,285692
300,4900,Joseph Conrad,1899.0,Heart of Darkness,Heart of Darkness,eng,3.42,255576
301,7812659,Nicholas Sparks,2010.0,Safe Haven,Safe Haven,eng,4.19,255531
302,52529,Rhonda Byrne,2006.0,The Secret,"The Secret (The Secret, #1)",eng,3.62,241537
303,227711,Wally Lamb,1998.0,I Know This Much Is True ,I Know This Much Is True,eng,4.17,246917
304,10583,Stephen King,1983.0,Pet Sematary,Pet Sematary,eng,3.91,256383
305,5203,Wally Lamb,1992.0,She's Come Undone,She's Come Undone,en-US,3.84,259576
306,1215032,Patrick Rothfuss,2011.0,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,245686
307,33724,Sophie Kinsella,2003.0,Can You Keep a Secret?,Can You Keep a Secret?,en-US,3.83,278747
308,6752378,Cassandra Clare,2011.0,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,341826
309,14748,Jennifer Weiner,2001.0,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,248804
310,3412,Colleen McCullough,1977.0,The Thorn Birds,The Thorn Birds,eng,4.22,255651
311,2213661,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,The Graveyard Book,en-US,4.12,302303
312,13158800,M.L. Stedman,2012.0,The Light Between Oceans,The Light Between Oceans,eng,4.0,243526
313,28194,"Cornelia Funke, Anthea Bell",2003.0,Tintenherz,"Inkheart (Inkworld, #1)",en-US,3.86,285011
314,4894,"Spencer Johnson, Kenneth H. Blanchard",1998.0,Who Moved My Cheese?,Who Moved My Cheese?,eng,3.74,237272
315,9791,Bill Bryson,1997.0,A Walk in the Woods,A Walk in the Woods,eng,4.05,250192
316,13214,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,4.19,270859
317,15818107,Christina Baker Kline,2013.0,Orphan Train,Orphan Train,eng,4.14,226091
318,8755776,Cassandra Clare,2012.0,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553
319,13526165,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453
321,14497,Neil Gaiman,1996.0,Neverwhere,Neverwhere,eng,4.18,268318
324,4473,John Irving,1989.0,A Prayer for Owen Meany,A Prayer for Owen Meany,eng,4.22,226964
325,32234,Janet Fitch,1999.0,White Oleander,White Oleander,eng,3.93,245674
326,9275658,Marie Lu,2011.0,Legend,"Legend (Legend, #1)",eng,4.19,299998
327,14866,Jodi Picoult,2007.0,Nineteen Minutes,Nineteen Minutes,eng,4.1,235978
328,2318271,"Randy Pausch, Jeffrey Zaslow",2008.0,The Last Lecture,The Last Lecture,eng,4.25,241869
329,228665,Robert Jordan,1990.0,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng,4.18,260184
330,10916,Jodi Picoult,1998.0,The Pact,The Pact,en-US,4.0,221225
331,65605,C.S. Lewis,1953.0,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,268355
332,2153405,Lisa Genova,2007.0,Still Alice,Still Alice,eng,4.3,223432
333,13596809,Sylvia Day,2012.0,Reflected in You,"Reflected in You (Crossfire, #2)",eng,4.33,252564
334,6689,"Roald Dahl, Quentin Blake",1961.0,James and the Giant Peach,James and the Giant Peach,eng,3.99,270402
335,13137,James Patterson,2001.0,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US,4.05,233984
336,13,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842
337,6280118,David Nicholls,2009.0,One Day,One Day,eng,3.77,222926
339,7747374,Pittacus Lore,2010.0,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,253437
341,13497818,J.K. Rowling,2012.0,The Casual Vacancy,The Casual Vacancy,eng,3.28,231835
342,24192,John Grisham,1996.0,The Runaway Jury,The Runaway Jury,eng,3.96,222712
343,4138,David Sedaris,1997.0,Naked,Naked,en-US,4.08,201337
344,45978,Christopher Paolini,2005.0,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000
345,236093,"L. Frank Baum, W.W. Denslow",1900.0,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,247521
346,121749,C.S. Lewis,1951.0,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng,3.96,250221
347,16143347,E. Lockhart,2014.0,We Were Liars,We Were Liars,eng,3.85,273442
348,11590,Stephen King,1975.0,Salem's Lot,'Salem's Lot,en-GB,3.99,228680
349,7745,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,4.08,232489
350,10025305,Cassandra Clare,2011.0,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994
351,20910157,Amy Poehler,2014.0,Yes Please,Yes Please,eng,3.81,251082
352,12996,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,eng,3.88,238875
353,6149,Toni Morrison,1987.0,Beloved,Beloved,eng,3.77,233825
354,3236307,Kristin Cashore,2008.0,Graceling,"Graceling (Graceling Realm, #1)",en-CA,4.1,281185
355,78411,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670
356,355697,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113
357,191139,Dr. Seuss,1990.0,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US,4.34,257260
358,16115612,Khaled Hosseini,2012.0,And The Mountains Echoed,And the Mountains Echoed,eng,4.03,199326
359,7082,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,4.08,223828
360,18254,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng,3.85,230181
361,11149,C.S. Lewis,1942.0,A Grief Observed,The Screwtape Letters,eng,4.21,116277
362,6936382,Stephanie Perkins,2010.0,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,259479
363,113946,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng,4.36,250602
364,5805,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,V for Vendetta,eng,4.25,210682
365,2203,David McCullough,2001.0,John Adams,John Adams,eng,4.05,215780
366,14995,Dean Koontz,2003.0,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng,3.94,205986
367,119324,Philip Pullman,1997.0,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,242503
368,22232,Jerry Spinelli,2000.0,Stargirl,"Stargirl (Stargirl, #1)",eng,3.74,237560
369,7090447,Rick Riordan,2010.0,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,232791
370,350,Robert A. Heinlein,1961.0,Stranger in a Strange Land,Stranger in a Strange Land,eng,3.91,220301
371,10176,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.08,191923
372,6319,"Roald Dahl, Quentin Blake",1982.0,The BFG,The BFG,eng,4.22,245855
373,21,Bill Bryson,2003.0,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,4.19,191535
374,1852,Jack London,1903.0,The Call of the Wild,The Call of the Wild,eng,3.83,223932
375,7864437,James Dashner,2011.0,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,3.77,223674
376,16793,Neil Gaiman,1999.0,Stardust,Stardust,eng,4.07,237602
377,33917,Jhumpa Lahiri,2003.0,The Namesake,The Namesake,en-US,3.96,184211
378,8667848,Deborah Harkness,2011.0,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622
380,5168,Billie Letts,1995.0,Where the Heart Is,Where the Heart Is,en-US,4.0,208333
381,6567017,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.84,236431
382,1241,James Frey,2003.0,A Million Little Pieces,A Million Little Pieces,en-CA,3.62,184241
383,2282133,Richelle Mead,2008.0,Frostbite,"Frostbite (Vampire Academy, #2)",eng,4.3,256745
384,8520610,Susan Cain,2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,4.04,202135
385,233818,Scott O'Dell,1960.0,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,3.8,236015
386,17250,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,The Crucible,eng,3.55,242980
387,50,Gary Paulsen,1986.0,Hatchet,"Hatchet (Brian's Saga, #1)",en-US,3.68,222553
388,68428,Brandon Sanderson,2006.0,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng,4.43,208944
389,51496,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,3.79,223535
390,7784,Dr. Seuss,1971.0,The Lorax,The Lorax,eng,4.35,226564
391,389627,Jeff Kinney,2004.0,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.96,254852
392,7896527,Sarah J. Maas,2012.0,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng,4.24,274987
393,2802316,Richelle Mead,2008.0,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",en-US,4.37,266742
394,46170,Ernest Hemingway,1940.0,For Whom the Bell Tolls,For Whom the Bell Tolls,eng,3.95,195063
395,3367956,Jamie Ford,2009.0,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,eng,3.98,197294
397,1097,Eric Schlosser,2001.0,Fast Food Nation : The Dark Side of the All-American Meal ,Fast Food Nation: The Dark Side of the All-American Meal,eng,3.73,179347
398,3950967,J.K. Rowling,2007.0,The Tales of Beedle the Bard,The Tales of Beedle the Bard,en-US,4.06,284833
399,22328,William Gibson,1984.0,Neuromancer,Neuromancer,eng,3.88,183878
400,10799,Ernest Hemingway,1929.0,A Farewell to Arms,A Farewell to Arms,en-US,3.79,186613
401,391729,Edgar Allan Poe,1843.0,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,en-GB,4.15,195689
403,11367726,William Landay,2012.0,Defending Jacob,Defending Jacob,eng,3.97,182025
404,4980,Kurt Vonnegut Jr.,1973.0,Breakfast of Champions,Breakfast of Champions,eng,4.08,178154
405,627206,Betty Edwards,1979.0,Drawing on the Right Side of the Brain,The New Drawing on the Right Side of the Brain,en-US,3.84,218264
406,5826,Ann Patchett,2001.0,Bel Canto,Bel Canto,eng,3.92,192330
407,1842,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng,4.0,171558
409,37781,Chinua Achebe,1958.0,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",en-US,3.61,199346
410,33722,Sophie Kinsella,2005.0,The Undomestic Goddess,The Undomestic Goddess,eng,3.82,200509
411,567795,Gary Chapman,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,165675
413,6948436,Chris Cleave,2008.0,The Other Hand,Little Bee,en-US,3.7,116784
414,3975774,Alyson Noel,2009.0,Evermore,"Evermore (The Immortals, #1)",en-US,3.59,230031
415,6327,"Roald Dahl, Quentin Blake",1983.0,The Witches,The Witches,en-US,4.17,221431
416,40440,Diane Setterfield,2006.0,The Thirteenth Tale,The Thirteenth Tale,eng,3.95,213200
417,6479259,Richelle Mead,2010.0,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",eng,4.37,224247
418,5996153,Richelle Mead,2009.0,Blood Promise,"Blood Promise (Vampire Academy, #4)",en-US,4.35,231853
419,3478,Nicholas Sparks,1998.0,Message in a Bottle,Message in a Bottle,en-US,3.95,185116
420,8683812,Paula McLain,2011.0,The Paris Wife,The Paris Wife,eng,3.79,191850
421,862041,J.K. Rowling,1998.0,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050
422,16248068,Kiera Cass,2013.0,The Elite,"The Elite (The Selection, #2)",eng,4.02,234247
423,119073,"Umberto Eco, William Weaver, Seán Barrett",1980.0,Il nome della rosa,The Name of the Rose,en-US,4.11,200217
424,46799,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,Go Ask Alice,eng,3.77,196677
425,310612,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,A Confederacy of Dunces,eng,3.89,170776
426,92303,Oscar Wilde,1895.0,The Importance of Being Earnest,The Importance of Being Earnest,eng,4.17,210630
427,12127750,Rick Riordan,2012.0,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491
428,34497,Terry Pratchett,1983.0,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,3.97,190590
430,28877,Thomas Harris,1981.0,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,194013
431,41804,Isaac Asimov,1950.0,"I, Robot","I, Robot (Robot #0.1)",eng,4.17,198368
432,42899,J.R. Ward,2005.0,Dark Lover,"Dark Lover (Black Dagger Brotherhood, #1)",eng,4.21,227021
433,7791997,Becca Fitzpatrick,2010.0,Crescendo,"Crescendo (Hush, Hush, #2)",en-US,4.07,226237
434,6482837,Lauren Oliver,2010.0,Before I Fall,Before I Fall,eng,3.92,220160
435,9777,Arundhati Roy,1997.0,The God of Small Things,The God of Small Things,eng,3.91,165378
436,18079776,Sue Monk Kidd,2014.0,The Invention of Wings,The Invention of Wings,en-US,4.23,168006
437,6469165,Liane Moriarty,2009.0,What Alice Forgot,What Alice Forgot,eng,4.05,165704
438,3869,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,eng,4.12,165628
439,7315573,Ken Follett,2010.0,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,168911
440,6320534,Stephen King,2009.0,Under the Dome,Under the Dome,eng,3.89,183292
441,830,Neal Stephenson,1992.0,Snow Crash,Snow Crash,eng,4.02,175883
442,51738,Sarah Dessen,2006.0,Just Listen,Just Listen,en-US,4.06,202180
443,99107,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,207550
444,9736930,S.J. Watson,2011.0,Before I Go to Sleep,Before I Go to Sleep,en-CA,3.87,180896
445,102868,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng,4.15,201499
446,2248573,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645
447,56495,Rick Warren,2002.0,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,170491
448,676924,"P.C. Cast, Kristin Cast",2007.0,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US,3.93,205340
449,47212,Jim Butcher,2000.0,Storm Front,"Storm Front (The Dresden Files, #1)",en-US,4.02,203053
450,50398,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,Northanger Abbey,eng,3.8,205167
451,16101128,Rick Yancey,2013.0,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng,4.1,260048
452,10920,Charles Frazier,1997.0,Cold Mountain,Cold Mountain,en-US,3.83,185979
453,767680,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,en-US,4.24,198083
454,42155,Emily Giffin,2005.0,Something Blue,"Something Blue (Darcy & Rachel, #2)",en-US,3.92,172417
455,12220,Tennessee Williams,1947.0,A Streetcar Named Desire,A Streetcar Named Desire,eng,3.97,194493
456,10692,Elizabeth Kostova,2005.0,The Historian,The Historian,eng,3.77,190473
457,20170404,Emily St. John Mandel,2014.0,Station Eleven,Station Eleven,eng,4.02,160466
458,18774964,"Fredrik Backman, Henning Koch",2012.0,En man som heter Ove,A Man Called Ove,eng,4.35,183777
459,18335634,Cassandra Clare,2013.0,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,162099
460,1078,Pearl S. Buck,1931.0,The Good Earth,"The Good Earth (House of Earth, #1)",eng,3.97,182220
461,2784,John Berger,1972.0,Ways of Seeing,Ways of Seeing,eng,3.75,155658
462,5364,Diana Gabaldon,1992.0,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",eng,4.31,178110
465,659469,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit,The Hobbit: Graphic Novel,eng,4.48,155338
